stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
StopArea:LIL195,"Le Coudray",,47.55825029,-1.83920758,,,1,
StopArea:LIL966,"La Petiaudais",,47.55452558,-1.85289491,,,1,
StopArea:LIL965,"La Laiterie",,47.54935281,-1.86244416,,,1,
StopArea:LIL287,"Centre",,47.54126206,-1.88709721,,,1,
StopArea:LIL963,"Le Plessis",,47.55437898,-1.87217918,,,1,
StopArea:LIL365,"Centre",,46.90152104,-1.68370092,,,1,
StopArea:LIL203,"Centre",,46.88604763,-1.5973715,,,1,
StopArea:LIL1327,"Basse Parnière",,0,0,,,1,
StopArea:LIL1019,"Mont Plaisir",,46.90446876,-1.60106148,,,1,
StopArea:LIL1020,"Le Moulin Guérin",,46.92145059,-1.59941159,,,1,
StopArea:LIL1021,"La Croix Verte",,46.93827139,-1.60300325,,,1,
StopArea:LIL1022,"La Bénate",,46.95539624,-1.60449963,,,1,
StopArea:LIL330,"Saint-Jean de Corcoué",,46.9634495,-1.58400083,,,1,
StopArea:LIL329,"Saint-Etienne de Corcoué",,46.9662299,-1.57657069,,,1,
StopArea:LIL1326,"Sainte-marie",,0,0,,,1,
StopArea:LIL217,"Centre",,46.99216382,-1.59671731,,,1,
StopArea:LIL328,"Centre",,47.00876319,-1.58300977,,,1,
StopArea:LIL1016,"L'Aujardière",,47.01891872,-1.59950085,,,1,
StopArea:LIL1015,"La Grue",,47.03017677,-1.62530481,,,1,
StopArea:LIL241,"Centre",,46.99484894,-1.74037301,,,1,
StopArea:LIL1171,"La Gravouillerie",,47.02179023,-1.68817967,,,1,
StopArea:LIL1011,"Le Pied Pain",,47.02830538,-1.67083844,,,1,
StopArea:LIL334,"Centre",,47.05552343,-1.72652677,,,1,
StopArea:LIL1017,"La Pironnière",,47.0386382,-1.70464725,,,1,
StopArea:LIL1018,"Les Troissarts",,47.03644875,-1.69548417,,,1,
StopArea:LIL1205,"Le Plessis",,47.03055675,-1.67866339,,,1,
